2194,Mahoujin Guruguru,1387,TV,45,Oct 1994 - Sep 1995,7.6
2195,Shigofumi,1870,TV,12,Jan 2008 - Mar 2008,7.46
2196,Shaonu Qianxian: Renxing Xiao Juchang,5422,ONA,24,Jul 2019 - Dec 2019,6.69
2197,To Heart 2: Dungeon Travelers,7794,OVA,2,Feb 2012 - Jul 2012,6.22
2198,Shiki,1083,TV,22,Jul 2010 - Dec 2010,7.73
2199,Mahou Shoujo Lyrical Nanoha,2061,TV,13,Oct 2004 - Dec 2004,7.41
2200,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,4565,Special,4,Dec 2019 - Mar 2020,6.87
2201,Given,220,TV,11,Jul 2019 - Sep 2019,8.33
2202,Asatte Dance,11530,OVA,2,Jul 1991 - Oct 1991,5.26
2203,Slime-tachi no Idobata Kaigi,10297,ONA,25,Aug 2020 - Dec 2020,5.66
2204,I''s,9323,OVA,2,Dec 2002 - Mar 2003,5.9
2205,Mari Iyagi,7761,Movie,1,Jan 2002 - Jan 2002,6.23
2206,Miyanishi Tatsuya Gekijou: Omae Umasou da na,7720,TV,20,Oct 2010 - Oct 2010,6.24
2207,Ling Yu 5th Season,7025,ONA,12,Jul 2017 - Oct 2017,6.38
2208,Zunda Horizon,11117,Movie,1,Mar 2017 - Mar 2017,5.41
2209,Blood-C: None-None Gekijou,8638,ONA,7,Apr 2012 - Oct 2012,6.05
2210,Happy Birthday: Inochi Kagayaku Toki,3776,Movie,1,Jul 1999 - Jul 1999,7.05
2211,Pokemon: Odoru Pokemon Himitsu Kichi,6722,Movie,1,Jul 2003 - Jul 2003,6.44
2212,Bakemonogatari,219,TV,15,Jul 2009 - Jun 2010,8.33
2213,Kyoei Tankou-sho,10302,ONA,1,Aug 2018 - Aug 2018,5.65
2214,Natsu no Arashi! Akinaichuu,2761,TV,13,Oct 2009 - Dec 2009,7.26
2215,Ki Renka,12172,Movie,1,1971 - 1971,4.89
2216,Uchuu Senkan Yamato: Aratanaru Tabidachi,5584,Special,1,Jul 1979 - Jul 1979,6.66
2217,Toki no Daichi: Hana no Oukoku no Majo,9615,OVA,3,Dec 1998 - Mar 1999,5.83
2218,Shunga,12677,Movie,1,2009 - 2009,4.13
2219,Kore wa Zombie desu ka?,2300,TV,12,Jan 2011 - Mar 2011,7.35
2220,Koutetsu Tenshi Kurumi 2,7630,TV,12,Apr 2001 - Jun 2001,6.26
2221,Huyao Xiao Hongniang: Qian Yan,2160,ONA,15,Feb 2017 - Jun 2017,7.38
2222,Jin-Rou,973,Movie,1,Jun 2000 - Jun 2000,7.78
2223,Etotama: Nyankyaku Banrai,7106,ONA,1,May 2021 - May 2021,6.36
2224,Osaru no Kantai,12545,Movie,1,1936 - 1936,4.51
2225,Hakushaku to Yousei,3017,TV,12,Sep 2008 - Dec 2008,7.21
2226,Chou no Sainan,11533,Movie,1,1931 - 1931,5.26
2227,Choujikuu Seiki Orguss,6329,TV,35,Jul 1983 - Apr 1984,6.51
2228,S=13,12347,Movie,1,Dec 1984 - Dec 1984,4.75
2229,Kakegurui Picture Drama,5557,Special,3,Oct 2017 - Feb 2018,6.66
2230,Ichigo 100% Special 2,4827,Special,1,Dec 2005 - Dec 2005,6.81
2231,Saiunkoku Monogatari 2nd Season,562,TV,39,Apr 2007 - Mar 2008,8.02
2232,ClassicaLoid,6782,TV,25,Oct 2016 - Apr 2017,6.42
2233,Kuroi Ame ni Utarete,10405,Movie,1,Aug 1984 - Aug 1984,5.63
2234,KimiKiss Pure Rouge: Love Fighter,4286,Special,1,Aug 2008 - Aug 2008,6.93
2235,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,8265,Movie,1,Jul 1994 - Jul 1994,6.13
2236,Harbor Tale,9528,Movie,1,Dec 2011 - Dec 2011,5.85
2237,Tumbled Cat,12068,Movie,1,2014 - 2014,4.97
2238,Kaitei Shounen Marine,8575,TV,65,Jan 1969 - Sep 1971,6.07
2239,Kerokko Demetan,8782,TV,39,Jan 1973 - Sep 1973,6.02
2240,Toriko Movie: Bishokushin no Special Menu,3537,Movie,1,Jul 2013 - Jul 2013,7.1
2241,Toshiwasure Guda Guda Order 2016,9031,Special,1,Dec 2016 - Dec 2016,5.97
2242,Manga Aesop Monogatari (TV),9196,TV,52,Oct 1983 - Dec 1983,5.93
2243,Xi Yangyang Yu Hui Tailang,7877,TV,530,Aug 2005 - 2008,6.21
2244,Namui BL Manhwa Animation,11517,ONA,12,Jan 2018 - Jun 2018,5.26
2245,Odin: Koushi Hansen Starlight,11760,Movie,1,Aug 1985 - Aug 1985,5.15
2246,Tonari no Seki-kun,1593,TV,21,Jan 2014 - May 2014,7.54
2247,Love Live! The School Idol Movie,698,Movie,1,Jun 2015 - Jun 2015,7.92
2248,Kuroshitsuji,1230,TV,24,Oct 2008 - Mar 2009,7.66
2249,Yowamushi Pedal: Re:Ride,2262,Movie,1,Sep 2014 - Sep 2014,7.36
2250,Ao no Strada,11786,ONA,4,Feb 2017 - Mar 2017,5.13
2251,Kabatotto,9769,TV,300,Jan 1971 - Sep 1972,5.79
2252,Souseiki,11240,Movie,1,Oct 1968 - Oct 1968,5.37
2253,Ano Hi no Kanojo-tachi,5749,ONA,8,Mar 2018 - Nov 2018,6.62
2254,Bouken Gabotenjima,7897,TV,39,Apr 1967 - Dec 1967,6.2
2255,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 3rd Season,10349,ONA,3,Jul 2022 - Jul 2022,5.64
2256,Yuusei Shounen Papii,11384,TV,52,Jun 1965 - May 1966,5.32
2257,Baki,2549,ONA,26,Jun 2018 - Dec 2018,7.3
2258,Yama Nezumi Rocky Chuck,8474,TV,52,Jan 1973 - Dec 1973,6.09
2259,Mr. Pen Pen,8807,Special,1,Mar 1986 - Mar 1986,6.01
2260,Mayo Elle Otokonoko,12440,OVA,1,Nov 2010 - Nov 2010,4.66
2261,number24,5268,TV,12,Jan 2020 - Apr 2020,6.72
2262,Oni,8793,Movie,1,1972 - 1972,6.02
2263,Teekyuu 6 Specials,10126,Special,2,Feb 2016 - Feb 2016,5.7
2264,Koutetsujou no Kabaneri Movie 3: Unato Kessen,1161,Movie,1,May 2019 - May 2019,7.69
2265,Kero Kero Keroppi no Dai Bouken,10900,OVA,1,Sep 1989 - Sep 1989,5.48
2266,YAT Anshin! Uchuu Ryokou,2779,TV,50,Oct 1996 - Sep 1997,7.26
2267,Black Lagoon: Roberta's Blood Trail,567,OVA,5,Jun 2010 - Jun 2011,8.02
2268,Jinrui wa Suitai Shimashita Specials,3108,Special,6,Sep 2012 - Feb 2013,7.19
2269,Akage no Anne,975,TV,50,Jan 1979 - Dec 1979,7.77
2270,Gun-dou Musashi,10990,TV,26,Apr 2006 - Oct 2006,5.45
2271,Hoshi no Kirby: Pilot,10554,Special,1,2000 - 2000,5.59
2272,Sakura Taisen: Ecole de Paris,6599,OVA,3,Mar 2003 - Aug 2003,6.46
2273,Mitsuwano,8950,OVA,1,Mar 2014 - Mar 2014,5.98
2274,Pastel Kazoku,11834,ONA,1,Jun 2016 - Jun 2016,5.11
2275,Queen's Blade: Gyokuza wo Tsugu Mono Specials,8312,Special,6,Dec 2009 - May 2010,6.12
2276,Touch: Sebangou no Nai Ace,5882,Movie,1,Apr 1986 - Apr 1986,6.6
2277,Cello Hiki no Gauche (OVA),9734,OVA,1,1998 - 1998,5.8
2278,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,7144,OVA,2,Mar 2002 - Jul 2002,6.36
2279,Shin Minashigo Hutch,5480,TV,26,Apr 1974 - Sep 1974,6.68
2280,Dokonjou Gaeru,5606,TV,103,Oct 1972 - Sep 1974,6.65
2281,Bakusou Kyoudai Let's & Go,4400,TV,51,Jan 1996 - Dec 1996,6.9
2282,Sword Gai The Animation,9954,ONA,12,Mar 2018 - Mar 2018,5.74
2283,Silent Möbius,4911,TV,26,Apr 1998 - Sep 1998,6.79
2284,Peter Grill to Kenja no Jikan: Super Extra,9205,TV,12,Oct 2022 - Dec 2022,5.93
2285,Gaikotsu Shotenin Honda-san,2579,TV,12,Oct 2018 - Dec 2018,7.29
2286,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,9372,TV,26,Nov 2016 - Dec 2016,5.89
2287,Hadashi no Gen,979,Movie,1,Jul 1983 - Jul 1983,7.77
2288,Anata wo Zutto Aishiteru,7540,Movie,1,Jun 2015 - Jun 2015,6.28
2289,Aru Machi Kado no Monogatari,6138,Movie,1,Nov 1962 - Nov 1962,6.54
2290,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,4800,Movie,4,Apr 2017 - Apr 2017,6.82
2291,Happy Sugar Life,4940,TV,12,Jul 2018 - Sep 2018,6.79
2292,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,4142,Movie,1,Jul 1993 - Jul 1993,6.97
2293,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,2608,OVA,13,Dec 2002 - Dec 2003,7.29
2294,Yoiko,8174,TV,20,Nov 1998 - Mar 1999,6.14
2295,Shadowverse Flame Recaps,10072,Special,2,Sep 2022 - Jul 2023,5.71
2296,Oshiruko,12044,ONA,1,2005 - 2005,4.99
2297,Canaan: Minorikawa Report 201X Shanghai,6629,Special,1,Feb 2010 - Feb 2010,6.45
2298,Maesetsu!,9707,TV,12,Oct 2020 - Dec 2020,5.8
2299,Orient: Awajishima Gekitou-hen,3843,TV,12,Jul 2022 - Sep 2022,7.04
2300,Hyouka: Motsubeki Mono wa,2294,OVA,1,Jul 2012 - Jul 2012,7.35
2301,Kero Kero Keroppi no Bokutachi no Takaramono,10913,OVA,1,Mar 1994 - Mar 1994,5.47
2302,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,2070,Special,1,Jan 2008 - Jan 2008,7.41
2303,Yichang Shengwu Jianwenlu,7216,ONA,13,Jun 2019 - Sep 2019,6.34
2304,B-Legend! Battle B-Daman Fire Spirits!,7079,TV,51,Jan 2005 - Dec 2005,6.37
2305,Koukaku no Pandora,6432,TV,12,Jan 2016 - Mar 2016,6.5
2306,Ookami to Koushinryou II: Holo no Short Anime,3792,Special,2,Oct 2009 - Nov 2009,7.05
2307,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Idol e no Michi!,8008,Special,2,Oct 2008 - Nov 2008,6.18
2308,Milky Passion: Dougenzaka - Ai no Shiro,12080,OVA,1,Jun 1990 - Jun 1990,4.97
2309,Kuruneko 2nd Season,4344,TV,50,Jul 2010 - Jul 2011,6.92
2310,Macross II: Lovers Again,7498,OVA,6,May 1992 - Nov 1992,6.29
2311,Voy@ger,1692,ONA,1,Aug 2021 - Aug 2021,7.51
2312,Mardock Scramble: The Second Combustion,2380,Movie,1,Sep 2011 - Sep 2011,7.33
2313,Freezing Vibration,5246,TV,12,Oct 2013 - Dec 2013,6.72
2314,Hana yori Dango (Movie),7310,Movie,1,Mar 1997 - Mar 1997,6.32
2315,Seto no Hanayome Fan Disc,4225,Special,2,Aug 2008 - Aug 2008,6.95
2316,Ginyuu Mokushiroku Meine Liebe,6773,TV,13,Nov 2004 - Feb 2005,6.43
2317,Ginga Patrol PJ,5764,TV,26,Oct 1982 - 1983,6.62
2318,Hataraku Saibou Black CM,5839,ONA,1,Jan 2020 - Jan 2020,6.61
2319,Sono Bisque Doll wa Koi wo Suru,309,TV,12,Jan 2022 - Mar 2022,8.23
2320,Working!!,1273,TV,13,Apr 2010 - Jun 2010,7.65
2321,Yume no Crayon Oukoku,1739,TV,70,Sep 1997 - Jan 1999,7.5
2322,Byoudoku no Denpa,11957,Movie,1,1926 - 1926,5.04
2323,Doraemon Meets Hattori the Ninja,4869,Special,1,Jan 1982 - Jan 1982,6.8
2324,Jungle de Ikou!,11435,OVA,3,Mar 1997 - Sep 1997,5.3
2325,Hayate no Gotoku! OVA,3505,OVA,3,Jun 2014 - Dec 2014,7.11
2326,Tonari no Onigiri-kun,11971,Special,3,Aug 2016 - Nov 2016,5.04
2327,Sacred Seven,5928,TV,12,Jul 2011 - Sep 2011,6.59
2328,Tu Bian Ying Xiong Leaf,4018,ONA,12,Apr 2018 - Jul 2018,7
2329,Yoligongju Loopy,10976,TV,6,2012 - 2012,5.46
2330,Grey: Digital Target,8731,Movie,1,Dec 1986 - Dec 1986,6.03
2331,Wu Shang Shen Di 2nd Season,4314,ONA,240,May 2021 -,6.93
2332,Subete ga F ni Naru,2845,TV,11,Oct 2015 - Dec 2015,7.24
2333,Detective Conan Movie 26: Kurogane no Submarine,821,Movie,1,Apr 2023 - Apr 2023,7.85
2334,Yu☆Gi☆Oh! Arc-V,5360,TV,148,Apr 2014 - Mar 2017,6.7
2335,Blade,7822,TV,12,Jul 2011 - Sep 2011,6.21
2336,Happy Kappy Recap,11126,Special,1,Aug 2011 - Aug 2011,5.41
2337,Fuuka,6336,TV,12,Jan 2017 - Mar 2017,6.51
2338,Date A Live II: Kurumi Star Festival,733,OVA,1,Dec 2014 - Dec 2014,7.9
2339,Tsurune: Kazemai Koukou Kyuudou-bu,1239,TV,13,Oct 2018 - Jan 2019,7.66
2340,Groove Adventure Rave,2953,TV,51,Oct 2001 - Sep 2002,7.22
2341,Code Geass: Hangyaku no Lelouch III - Oudou,612,Movie,1,May 2018 - May 2018,7.98
2342,Kubbe PV Full ver.,10965,ONA,1,May 2012 - May 2012,5.46
2343,Ojisan to Marshmallow,6017,TV,12,Jan 2016 - Mar 2016,6.57
2344,Tanoshii Willow Town,8098,TV,26,Oct 1993 - Mar 1994,6.16
2345,Zettai Bouei Leviathan,7458,TV,13,Apr 2013 - Jul 2013,6.3
2346,Cardcaptor Sakura: Clear Card-hen Recap,4159,Special,1,Apr 2018 - Apr 2018,6.95
2347,Harukanaru Toki no Naka de 3: Owarinaki Unmei,6552,Special,1,Jan 2010 - Jan 2010,6.47
2348,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,8130,TV,12,Jan 2012 - Mar 2012,6.15
2349,Rockman.EXE Beast,3876,TV,25,Oct 2005 - Apr 2006,7.03
2350,Seireitsukai no Blade Dance Specials,5790,Special,6,Oct 2014 - Mar 2015,6.62
2351,Wormy,10585,Movie,1,Jan 2014 - Jan 2014,5.58
2352,Kenritsu Chikyuu Boueigun,8506,OVA,1,Mar 1986 - Mar 1986,6.08
2353,Natsume Yuujinchou Go Specials,228,Special,2,Mar 2017 - Apr 2017,8.32
2354,Haou Taikei Ryuu Knight: Adeu Legend,5707,OVA,13,Jul 1994 - Sep 1995,6.63
2355,Cheonnyeon-yeowoo Yeowoobi,3179,Movie,1,Jan 2007 - Jan 2007,7.18
2356,Gavora,10862,Movie,1,1989 - 1989,5.49
2357,Shitcom,12779,ONA,1,Sep 2012 - Sep 2012,2.76
2358,Katsudou Shashin,10962,Movie,1,-,5.46
2359,Q Transformers: Kaette Kita Convoy no Nazo,11409,TV,13,Jan 2015 - Mar 2015,5.31
2360,Lu Ling,8868,Movie,1,1982 - 1982,6
2361,Akai Koudan Zillion,5896,TV,31,Apr 1987 - Dec 1987,6.59
2362,"Tantei wa Mou,0,,31,,6.59
2363,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,2576,Special,1,Feb 2012 - Feb 2012,7.29
2364,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,8494,Special,1,Sep 2013 - Sep 2013,6.08
2365,Initial D Battle Stage,1449,OVA,1,May 2002 - May 2002,7.58
2366,Mizugumo Monmon,6649,Movie,1,Jan 2006 - Jan 2006,6.45
2367,One Piece: Glorious Island,3285,Special,2,Dec 2012 - Dec 2012,7.16
2368,Stella no Mahou,4633,TV,12,Oct 2016 - Dec 2016,6.85
2369,Chinpui Specials,10085,Special,2,Dec 1989 - Dec 1989,5.71
2370,Fushigi Yuugi OVA,3350,OVA,3,Oct 1996 - Feb 1997,7.14
2371,Violet Evergarden,60,TV,13,Jan 2018 - Apr 2018,8.67
2372,Timing (Movie),9166,Movie,1,Oct 2014 - Oct 2014,5.93
2373,Run=Dim,12389,TV,13,Apr 2001 - Jun 2001,4.71
2374,Kotonoha no Niwa,754,Movie,1,May 2013 - May 2013,7.89
2375,Fate/stay night: Unlimited Blade Works Prologue,538,Special,1,Oct 2014 - Oct 2014,8.04
2376,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,1308,OVA,26,Feb 2017 - Mar 2019,7.63
2377,Bishoujo Senshi Sailor Moon Crystal Season III,1029,TV,13,Apr 2016 - Jun 2016,7.75
2378,Hello!! Kiniro Mosaic,1719,TV,12,Apr 2015 - Jun 2015,7.5
2379,Monster Strike Anime: Kieyuku Uchuu-hen,7353,ONA,13,Oct 2017 - Jan 2018,6.31
2380,Dokkiri Doctor,5076,TV,26,Oct 1998 - Jun 1999,6.76
2381,Hakata Mentai! Pirikarako-chan,11918,TV,12,Jul 2019 - Sep 2019,5.07
2382,Wakaba*Girl: Onsen Tsukaritai,4431,Special,1,Oct 2015 - Oct 2015,6.9
2383,Stand By Me Doraemon,478,Movie,1,Aug 2014 - Aug 2014,8.09
2384,Black Clover,418,TV,170,Oct 2017 - Mar 2021,8.14
2385,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,6244,Special,1,Mar 2015 - Mar 2015,6.53
2386,Kino no Tabi: The Beautiful World,257,TV,13,Apr 2003 - Jul 2003,8.29
2387,Generator Gawl,4540,TV,12,Oct 1998 - Dec 1998,6.87
2388,Cheer Danshi!! Specials,9638,Special,2,Dec 2016 - Dec 2016,5.82
2389,Ookii 1 Nensei to Chiisana 2 Nensei,7203,Movie,1,Mar 2014 - Mar 2014,6.34
2390,"Dakara Boku wa,0,,1,,6.34
2391,Rinne no Lagrange Season 2,4130,TV,12,Jul 2012 - Sep 2012,6.97
2392,Hyouga Senshi Gaislugger,9633,TV,20,Apr 1977 - Aug 1977,5.83
2393,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,116,TV,26,Jan 2004 - Jan 2005,8.52
2394,Eiyuu Gaiden Mozaicka,9683,OVA,4,Nov 1991 - Dec 1991,5.81
2395,K: Return of Kings,1509,TV,13,Oct 2015 - Dec 2015,7.56
2396,Mujin Wakusei Survive,1053,TV,52,Oct 2003 - Oct 2004,7.74
2397,Himegoto,9386,TV,13,Jul 2014 - Sep 2014,5.89
2398,Mahoutsukai Jiji,9220,ONA,1,Dec 2011 - Dec 2011,5.92
2399,Sword Art Online: Alicization - War of Underworld Reflection,4635,Special,1,Oct 2019 - Oct 2019,6.85
2400,Hyakuren no Haou to Seiyaku no Valkyria,10154,TV,12,Jul 2018 - Sep 2018,5.69
2401,"Kyou,0,,12,,5.69
2402,Mao Yao de Huo Han,5798,ONA,20,Dec 2018 - Jun 2019,6.61
2403,Ring ni Kakero 1: Nichibei Kessen-hen,6102,TV,12,Apr 2006 - Jun 2006,6.55
2404,Hyoutan,11538,Movie,1,1976 - 1976,5.26
2405,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,10535,Movie,1,Jul 1986 - Jul 1986,5.59
2406,Shounen Sunday CM: Yakitate!! Japan,10170,Special,1,Mar 2002 - Mar 2002,5.68
2407,Makasete Iruka!,8088,OVA,1,Jun 2004 - Jun 2004,6.16
2408,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,2850,Special,1,Dec 2008 - Dec 2008,7.24
2409,Bucchigiri,8639,OVA,4,Oct 1989 - Mar 1991,6.05
2410,Guardian Hearts,9382,OVA,6,May 2003 - Nov 2003,5.89
2411,Anisama,10139,ONA,1,Aug 2017 - Aug 2017,5.69
2412,Pink Mizu Dorobou Ame Dorobou,10733,Movie,1,Jul 1990 - Jul 1990,5.53
2413,Minami no Niji no Lucy,3589,TV,50,Jan 1982 - Dec 1982,7.09
2414,Sengoku Kitan Youtouden Movie,9075,Movie,1,May 1989 - May 1989,5.96
2415,Love Live! School Idol Project,2059,TV,13,Jan 2013 - Mar 2013,7.41
2416,SSSS.Dynazenon,2006,TV,12,Apr 2021 - Jun 2021,7.42
2417,Seiken Tsukai no World Break,4980,TV,12,Jan 2015 - Mar 2015,6.78
2418,Break Blade Movie 2: Ketsubetsu no Michi,1111,Movie,1,Jun 2010 - Jun 2010,7.71
2419,The iDOLM@STER Cinderella Girls: Spin-off!,8099,ONA,1,Nov 2019 - Nov 2019,6.16
2420,Hetalia: The Beautiful World Specials,1907,Special,4,Apr 2013 - Oct 2013,7.45
2421,Wan Guo Zhi,9432,ONA,16,Sep 2019 - Jan 2020,5.88
2422,Days (TV),3254,TV,24,Jul 2016 - Dec 2016,7.16
2423,Persona 4 the Golden Animation,5785,TV,12,Jul 2014 - Sep 2014,6.62
2424,Witchblade,2929,TV,24,Apr 2006 - Sep 2006,7.22
2425,Nurse Witch Komugi-chan Magikarte,5647,OVA,5,Aug 2002 - Apr 2004,6.64
2426,Blood-C: Special Edition,5145,Special,2,May 2012 - May 2012,6.74
2427,Kyoto Animation Koushiki Twitter: Itsumo Arigatou,10304,ONA,1,Mar 2016 - Mar 2016,5.65
2428,A Smart Experiment,12688,Special,1,2006 - 2006,4.09
2429,Human Orchestra,10759,Movie,1,Sep 2010 - Sep 2010,5.53
2430,Pokemon: Meloetta no Kirakira Recital,6812,Movie,1,Jul 2012 - Jul 2012,6.42
2431,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,5162,Movie,1,Jul 1997 - Jul 1997,6.74
2432,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,8346,OVA,2,Sep 1995 - Nov 1995,6.11
2433,Medaka Box,3937,TV,12,Apr 2012 - Jun 2012,7.02
2434,Kirakira☆Precure A La Mode,3419,TV,49,Feb 2017 - Jan 2018,7.13
2435,Flag,3349,ONA,13,Jun 2006 - Mar 2007,7.14
2436,Zero no Tsukaima F,1953,TV,12,Jan 2012 - Mar 2012,7.44
2437,Pokemon XY,2174,TV,93,Oct 2013 - Oct 2015,7.38
2438,San Ge Heshang,9933,Movie,1,1980 - 1980,5.75
2439,Maria-sama ga Miteru 4th,1020,TV,13,Jan 2009 - Mar 2009,7.75
2440,Shin Shinka no Mi Gekijou,10824,ONA,15,Nov 2022 - Apr 2023,5.51
2441,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,4883,TV,13,Jan 2020 - Mar 2020,6.8
2442,Sword Art Online: Alicization - Recollection,4912,Special,1,Feb 2019 - Feb 2019,6.79
2443,Ice,11550,OVA,3,May 2007 - Sep 2007,5.25
2444,Hanebado!,4663,TV,13,Jul 2018 - Oct 2018,6.85
2445,Higurashi no Naku Koro ni Kira,6225,OVA,4,Jul 2011 - Jan 2012,6.53
2446,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,3569,Movie,1,Aug 2005 - Aug 2005,7.1
2447,Two Tea Two,12463,Movie,1,2010 - 2010,4.63
2448,Readyyy!,10972,ONA,1,Aug 2018 - Aug 2018,5.46
2449,Panty & Stocking in Sanitarybox,7034,Special,1,Apr 2011 - Apr 2011,6.38
2450,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,2839,Movie,1,Jan 1981 - Jan 1981,7.24
2451,Stella Jogakuin Koutou-ka C³-bu,6249,TV,13,Jul 2013 - Sep 2013,6.53
2452,"Jitsu wa Ore,0,,13,,6.53
2453,Nekomonogatari: Kuro,677,TV,4,Dec 2012 - Dec 2012,7.93
2454,Soukou Kihei Votoms: Pailsen Files Movie,6271,Movie,1,Jan 2009 - Jan 2009,6.52
2455,Onegai☆Teacher: Reminiscence Disc,5782,OVA,1,Mar 2003 - Mar 2003,6.62
2456,Mushishi,64,TV,26,Oct 2005 - Jun 2006,8.66
2457,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,985,OVA,8,Oct 2016 - Sep 2017,7.77
2458,Backkom,9637,TV,52,2005 - 2005,5.82
2459,Shirogane no Ishi: Argevollen,6523,TV,24,Jul 2014 - Dec 2014,6.48
2460,Flying Luna Clipper,9971,OVA,1,Oct 1987 - Oct 1987,5.74
2461,Ketsuekigata-kun! 4,7911,TV,12,Jan 2016 - Mar 2016,6.2
2462,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,11827,ONA,1,Oct 2017 - Oct 2017,5.12
2463,Mahoujin Guru Guru Movie,5168,Movie,1,Apr 1996 - Apr 1996,6.74
2464,Haikyuu!! Movie 2: Shousha to Haisha,540,Movie,1,Sep 2015 - Sep 2015,8.04
2465,Ajin Part 1: Shoudou,1915,Movie,1,Nov 2015 - Nov 2015,7.44
2466,Jiang Ziya,2866,Movie,1,Oct 2020 - Oct 2020,7.24
2467,Shingeki no Kyojin: Ano Hi Kara,2311,Special,1,Jul 2013 - Jul 2013,7.35
2468,Release the Spyce,4237,TV,12,Oct 2018 - Dec 2018,6.94
2469,Mugen no Ryvius: Illusion,11001,ONA,6,1999 - 2000,5.45
2470,Alps no Shoujo Heidi: Alm no Yama-hen,6286,Movie,1,Aug 1996 - Aug 1996,6.52
2471,Final Fantasy VII: Advent Children - Venice Film Festival Footage,1703,Movie,1,Sep 2005 - Sep 2005,7.51
2472,Omoide Poroporo,1989,Movie,1,Jul 1991 - Jul 1991,7.43
2473,Chiisana Penguin Lolo no Bouken,2335,OVA,3,1986 - 1987,7.34
